A,Y,W,Z,A2,W2,X_age,X_educ,X_fsize,X_marr
54144.0,0.0,0,0,0,0,33,12,6,1
9180.0,0.0,0,0,0,1,48,13,1,0
24480.0,7000.0,0,0,0,0,25,12,1,0
18621.0,0.0,0,0,0,1,33,12,1,0
11100.0,-9050.0,0,0,0,0,26,18,1,0
43050.0,10690.0,0,0,0,1,48,18,4,1
28560.0,-4500.0,0,0,0,0,27,12,1,0
68040.0,44750.0,1,0,0,1,31,17,5,1
24744.0,25.0,0,0,0,0,56,1,2,1
75222.0,36800.0,0,0,0,1,30,16,2,1
19125.0,0.0,0,0,0,0,40,12,2,0
7536.0,-1100.0,0,0,0,0,36,14,1,0
40410.0,8499.0,0,0,0,1,48,9,4,1
54456.0,-1401.0,0,0,0,1,28,12,2,1
36117.0,37794.0,1,0,0,1,55,12,2,1
32511.0,10700.0,1,0,0,1,52,12,2,1
26736.0,11800.0,0,0,0,1,63,11,3,1
32325.0,21700.0,1,0,0,1,48,12,3,1
53277.0,276150.0,1,0,0,1,60,13,2,1
22170.0,525.0,0,0,0,1,46,18,2,0
50883.0,0.0,0,0,0,1,45,12,6,1
28053.0,0.0,0,0,0,0,48,9,6,1
25158.0,800.0,0,0,0,1,31,13,3,1
24714.0,250.0,0,0,0,1,54,6,3,1
30342.0,-200.0,0,0,0,0,30,12,5,1
19074.0,0.0,0,0,0,0,43,14,1,0
66960.0,3499.0,0,0,0,0,37,12,2,1
24888.0,2050.0,0,0,0,1,38,13,1,0
53151.0,-307.0,1,0,0,1,37,16,4,1
28830.0,50.0,0,0,0,1,44,12,3,1
18900.0,700.0,0,0,0,1,38,12,2,0
14574.0,28420.0,0,0,0,1,51,12,1,0
7164.0,500.0,0,0,0,0,25,11,2,0
23313.0,-960.0,0,0,0,0,42,12,3,0
39942.0,200.0,0,0,0,1,36,13,5,1
28383.0,6750.0,0,0,0,1,28,18,1,0
55560.0,22350.0,1,0,0,1,37,13,4,1
50919.0,5999.0,0,0,0,1,61,18,3,1
7332.0,225.0,0,0,0,0,27,12,1,0
14484.0,-9168.0,0,0,0,1,41,12,3,1
106620.0,134584.0,1,0,0,1,47,12,2,1
10968.0,-651.0,0,0,0,1,52,9,4,1
110160.0,41000.0,1,0,0,1,40,16,3,1
25200.0,-4400.0,0,0,0,1,46,17,2,0
47700.0,1950.0,0,0,0,1,52,12,2,1
61353.0,5704.0,1,0,0,1,41,12,2,1
13770.0,50.0,0,0,0,1,28,14,1,0
81618.0,37998.0,0,0,0,1,60,12,3,1
4872.0,0.0,0,0,0,0,29,12,2,0
23193.0,-1886.0,0,0,0,1,37,12,7,1
6855.0,-28200.0,0,0,0,0,33,12,3,0
23127.0,-3422.0,0,0,0,1,29,12,2,1
19620.0,-5000.0,0,0,0,0,54,14,1,0
12804.0,27600.0,0,0,0,1,63,12,5,0
13608.0,-948.0,0,0,0,0,57,11,2,0
19140.0,400.0,0,0,0,1,31,12,1,0
16530.0,-1600.0,0,0,0,0,27,10,3,0
11364.0,-315.0,0,0,0,0,31,12,4,1
22044.0,-3752.0,0,0,0,0,34,12,6,1
20313.0,210.0,0,0,0,0,29,12,3,1
23700.0,35000.0,1,0,0,1,56,14,2,0
20385.0,-800.0,0,0,0,0,27,16,1,0
10755.0,100.0,0,0,0,0,31,12,1,0
40467.0,-9720.0,0,0,0,0,41,14,2,0
23364.0,6000.0,0,0,0,1,51,12,2,1
24990.0,-1170.0,0,0,0,1,32,12,5,1
21000.0,-3400.0,0,0,0,0,27,12,5,1
9933.0,28974.0,1,0,0,1,36,18,4,1
15882.0,-6983.0,0,0,0,1,37,15,4,0
65370.0,13499.0,0,0,0,1,48,14,4,1
25641.0,-838.0,0,0,0,1,49,12,5,1
53670.0,20000.0,1,0,0,1,51,13,2,1
37848.0,41.0,0,0,0,1,48,17,4,1
8640.0,-449.0,0,0,0,1,36,12,3,0
74040.0,40800.0,0,0,0,1,54,16,2,1
18582.0,29350.0,1,0,0,1,25,12,2,0
23883.0,2499.0,0,0,0,0,47,11,3,0
12000.0,0.0,0,0,0,1,33,16,2,0
31740.0,-5559.0,0,0,0,1,29,12,5,1
26010.0,11000.0,1,0,0,1,57,12,4,1
52836.0,-276.0,0,0,0,1,48,12,3,1
32703.0,-3775.0,0,0,0,1,41,18,1,0
64347.0,7723.0,0,0,0,1,34,14,4,1
28911.0,-2000.0,0,0,0,0,28,11,1,0
21111.0,2500.0,0,0,0,1,64,14,1,0
22659.0,59500.0,1,0,0,1,61,12,2,1
13380.0,0.0,0,0,0,0,33,12,1,0
90045.0,28599.0,1,0,0,1,38,18,4,1
44220.0,21862.0,1,0,0,1,46,12,3,1
10650.0,0.0,0,0,0,1,50,6,1,0
22296.0,-3300.0,0,0,0,0,27,16,1,0
37197.0,-5122.0,0,0,0,1,38,12,4,1
1596.0,50.0,0,0,0,0,56,12,2,0
27030.0,0.0,0,0,0,1,25,12,1,0
17883.0,50.0,0,0,0,0,34,6,5,1
18540.0,3000.0,0,0,0,0,38,12,5,1
10770.0,50.0,0,0,0,1,45,12,3,0
39003.0,-4609.0,0,0,0,0,27,15,2,1
104235.0,144500.0,1,0,0,1,53,12,2,1
45045.0,6249.0,1,0,0,1,34,16,4,1
180858.0,1636.0,0,0,0,1,26,16,3,1
17169.0,85560.0,1,0,0,0,49,18,6,1
30750.0,-2400.0,0,0,0,1,39,12,4,1
23400.0,-4800.0,0,0,0,0,42,13,2,0
17160.0,13600.0,0,0,0,1,30,13,1,0
32400.0,-400.0,0,0,0,1,55,16,4,0
5589.0,0.0,0,0,0,0,46,12,2,0
16665.0,17.0,0,0,0,1,48,12,3,1
43131.0,59160.0,1,0,0,1,45,18,2,1
13824.0,-7600.0,0,0,0,0,36,12,1,0
46842.0,-4350.0,1,0,0,0,36,14,2,1
16800.0,-62000.0,1,0,0,1,58,6,2,1
24621.0,-2316.0,0,0,0,1,26,15,2,1
52800.0,4050.0,1,0,0,0,33,12,3,1
38061.0,-2643.0,0,0,0,0,36,12,4,1
24261.0,11661.0,1,0,0,1,40,12,4,1
21240.0,100.0,0,0,0,0,39,17,4,1
5358.0,-2500.0,0,0,0,0,31,12,5,1
5766.0,6400.0,1,0,0,0,50,14,1,0
15741.0,50.0,0,0,0,1,49,12,2,0
12750.0,0.0,0,0,0,0,32,10,1,0
54183.0,-301750.0,0,0,0,0,38,11,4,1
36885.0,-2500.0,0,0,0,1,29,12,4,1
28575.0,1249.0,0,0,0,0,27,12,1,0
25800.0,18550.0,1,0,0,1,46,14,2,1
63939.0,11243.0,0,0,0,1,41,17,4,1
20838.0,3550.0,0,0,0,0,52,17,1,0
16452.0,6030.0,0,0,0,0,33,13,1,1
2952.0,0.0,0,0,0,0,42,4,3,0
61446.0,135496.0,1,0,0,1,36,12,3,1
32481.0,1500.0,0,0,0,1,60,12,4,1
60810.0,3000.0,0,0,0,1,31,16,4,1
4137.0,-130.0,0,0,0,1,51,6,3,1
36060.0,-5000.0,0,0,0,0,28,14,1,0
31506.0,-3900.0,0,0,0,1,48,13,5,1
24300.0,5000.0,0,0,0,1,58,14,4,0
130296.0,3500.0,0,0,0,1,29,18,2,1
43200.0,0.0,0,0,0,0,46,12,1,0
26490.0,300.0,0,0,0,1,34,12,1,0
37476.0,0.0,0,0,0,0,26,13,2,1
23634.0,0.0,0,0,0,1,48,14,2,0
39861.0,1600.0,1,0,0,1,35,16,2,1
17100.0,-1000.0,0,0,0,0,30,16,3,1
14556.0,-3250.0,0,0,0,0,29,14,1,0
18999.0,-3050.0,0,0,0,0,25,13,2,0
29994.0,-2168.0,0,0,0,0,29,12,4,1
15306.0,-2840.0,0,0,0,0,40,12,2,0
24654.0,800.0,0,0,0,1,54,13,2,0
32049.0,32649.0,0,0,0,0,53,16,1,0
73764.0,1799.0,0,0,0,1,34,18,1,0
127200.0,96600.0,1,0,0,1,44,18,2,1
31974.0,-9090.0,0,0,0,0,50,18,4,0
29133.0,340.0,0,0,0,1,30,12,4,1
58155.0,2600.0,1,0,0,1,53,12,1,0
15306.0,99.0,0,0,0,0,42,10,1,1
69270.0,1999.0,0,0,0,1,38,18,4,1
5472.0,-1251.0,0,0,0,0,60,12,1,0
30600.0,-4242.0,0,0,0,1,46,6,4,1
40035.0,249.0,0,0,0,0,42,12,7,1
29925.0,-8000.0,0,0,0,1,35,12,2,1
10200.0,-450.0,0,0,0,0,36,13,2,0
17106.0,37623.0,1,0,0,1,52,12,4,1
34563.0,81668.0,1,0,0,1,40,18,2,1
58629.0,500.0,0,0,0,1,42,16,4,1
12240.0,1200.0,0,0,0,1,31,5,1,0
21132.0,-8225.0,0,0,0,1,35,18,1,0
11616.0,4200.0,0,0,0,0,28,11,1,0
32370.0,9279.0,0,0,0,1,37,16,4,1
38058.0,5200.0,0,0,0,1,28,12,1,0
21960.0,0.0,0,0,0,0,33,16,1,0
11250.0,0.0,0,0,0,0,45,12,1,1
43521.0,3500.0,0,0,0,1,32,14,4,1
10200.0,0.0,0,0,0,0,61,5,1,0
7500.0,0.0,0,0,0,0,45,18,1,0
33951.0,33458.0,1,0,0,1,63,12,5,1
38376.0,23944.0,1,0,0,1,32,17,3,1
20142.0,7322.0,0,0,0,0,37,14,1,0
38700.0,9035.0,1,0,0,1,49,16,4,1
25782.0,-3820.0,0,0,0,1,33,14,2,1
58830.0,2750.0,0,0,0,1,60,16,2,1
41961.0,-47080.0,0,0,0,0,44,13,4,1
17403.0,0.0,0,0,0,0,45,10,8,0
25500.0,555.0,0,0,0,0,54,10,6,1
27516.0,54500.0,1,0,0,1,50,13,2,1
25233.0,16610.0,1,0,0,1,61,12,1,0
26640.0,4959.0,1,0,0,1,36,12,4,1
32430.0,1300.0,0,0,0,1,30,14,3,1
51654.0,1733.0,0,0,0,1,54,13,3,1
26931.0,-4165.0,0,0,0,1,28,12,2,1
35205.0,2115.0,0,0,0,0,27,11,5,1
23670.0,-3450.0,0,0,0,1,45,10,12,1
5919.0,-2069.0,0,0,0,0,26,12,3,0
12750.0,0.0,0,0,0,1,38,4,2,0
46386.0,600.0,0,0,0,0,34,16,4,1
6282.0,0.0,0,0,0,1,52,9,2,0
40800.0,-1500.0,0,0,0,0,34,12,4,1
11898.0,130.0,0,0,0,0,27,13,4,0
26688.0,2073.0,0,0,0,1,37,12,4,1
1560.0,0.0,0,0,0,0,33,8,5,1
57201.0,42245.0,1,0,0,0,39,16,5,1
72108.0,170056.0,1,0,0,1,53,12,2,1
55314.0,13108.0,0,0,0,1,50,12,2,1
27660.0,37894.0,1,0,0,1,48,12,1,0
16305.0,9249.0,0,0,0,1,57,13,3,1
15414.0,145.0,0,0,0,0,50,8,4,0
18360.0,200.0,0,0,0,0,61,9,1,0
53100.0,43200.0,1,0,0,1,42,17,6,1
17454.0,200.0,0,0,0,0,33,13,1,0
21936.0,300.0,0,0,0,1,46,2,6,1
39321.0,8400.0,1,0,0,1,29,12,2,1
9150.0,0.0,0,0,0,0,31,12,2,0
5742.0,-1200.0,0,0,0,1,52,12,1,0
38490.0,35000.0,0,0,0,1,43,12,3,1
14232.0,-1925.0,0,0,0,1,57,9,1,0
3684.0,8.0,0,0,0,0,50,12,3,0
38832.0,132671.0,1,0,0,1,52,17,2,0
17034.0,2000.0,1,0,0,0,42,12,1,1
49830.0,126150.0,1,0,0,1,50,8,1,0
22575.0,-3450.0,0,0,0,1,31,10,3,1
25164.0,-1900.0,0,0,0,0,38,12,6,1
54300.0,204000.0,1,0,0,1,35,16,2,1
36000.0,-2745.0,0,0,0,1,35,13,5,1
29067.0,37100.0,1,0,0,1,48,17,5,1
24612.0,-8801.0,0,0,0,1,57,10,3,1
48240.0,13498.0,0,0,0,1,40,17,6,1
30861.0,2000.0,0,0,0,1,44,15,4,0
14280.0,350.0,0,0,0,0,26,12,3,1
24990.0,-671.0,0,0,0,0,28,12,4,1
60903.0,-22794.0,0,0,0,0,44,11,3,1
57147.0,50572.0,1,0,0,0,25,16,2,1
12501.0,-1480.0,0,0,0,0,33,12,2,0
17442.0,0.0,0,0,0,0,45,11,5,0
52476.0,13176.0,0,0,0,1,33,16,1,0
19785.0,-8680.0,0,0,0,0,26,12,4,1
41352.0,85300.0,0,0,0,1,45,16,4,1
10140.0,199.0,0,0,0,0,33,12,1,0
41466.0,-5000.0,0,0,0,1,56,12,4,1
28038.0,-6050.0,0,0,0,1,37,12,6,0
104814.0,10129.0,0,0,0,1,45,18,4,1
10200.0,0.0,0,0,0,0,44,12,3,0
21546.0,4200.0,1,0,0,0,31,16,1,0
15555.0,-995.0,0,0,0,0,29,9,2,0
19548.0,-5400.0,0,0,0,1,55,12,4,1
9744.0,20.0,0,0,0,0,53,12,1,1
66960.0,176000.0,1,0,0,1,57,15,4,1
55683.0,14851.0,0,0,0,0,27,17,2,1
50400.0,-11300.0,0,0,0,0,34,12,5,1
30639.0,-4306.0,1,0,0,1,52,8,4,1
7836.0,-300.0,0,0,0,1,39,15,4,1
9450.0,0.0,0,0,0,1,37,12,8,1
11898.0,0.0,0,0,0,1,49,14,2,0
49176.0,-4640.0,0,0,0,1,47,12,4,1
36552.0,72607.0,1,0,0,1,55,14,5,1
28320.0,-9000.0,0,0,0,0,37,14,3,0
36336.0,399.0,0,0,0,1,49,11,6,1
12003.0,59.0,0,0,0,0,37,12,1,0
6297.0,-200.0,0,0,0,1,42,13,2,0
14625.0,-1000.0,0,0,0,0,30,12,1,0
51078.0,14500.0,0,0,0,1,44,12,5,1
7113.0,0.0,0,0,0,0,53,12,5,1
30000.0,9500.0,1,0,0,0,41,12,3,0
40554.0,46500.0,0,0,0,1,34,16,3,0
23640.0,-6001.0,0,0,0,0,26,12,5,1
33021.0,-3887.0,0,0,0,0,42,18,1,0
26916.0,47488.0,1,0,0,0,48,16,1,0
23307.0,-14995.0,0,0,0,1,52,12,3,1
19800.0,0.0,0,0,0,0,38,12,6,1
33651.0,16999.0,0,0,0,0,26,14,1,0
15870.0,4199.0,0,0,0,0,44,12,2,0
46710.0,62535.0,1,0,0,1,36,14,5,1
21645.0,1674.0,0,0,0,1,41,12,1,0
50862.0,9770.0,1,0,0,1,33,10,4,1
60360.0,91999.0,1,0,0,1,40,18,3,1
36015.0,-5850.0,0,0,0,0,40,18,1,0
73578.0,3300.0,0,0,0,1,36,12,5,1
18447.0,-829.0,0,0,0,1,25,12,4,1
33192.0,-400.0,0,0,0,0,38,16,2,0
54648.0,-2800.0,0,0,0,1,43,12,4,1
58167.0,-1675.0,0,0,0,1,32,12,5,1
28200.0,33449.0,1,0,0,1,62,12,3,1
16458.0,4124.0,0,0,0,0,33,12,1,0
15834.0,0.0,0,0,0,0,32,12,5,1
15312.0,-1008.0,0,0,0,1,29,12,3,1
46104.0,4350.0,0,0,0,1,39,14,3,1
32007.0,889.0,0,0,0,1,56,17,2,1
41250.0,35000.0,0,0,0,0,48,16,1,0
28476.0,-1302.0,0,0,0,1,36,13,4,1
32394.0,33600.0,0,0,0,0,37,12,3,0
24360.0,8000.0,0,0,0,0,40,14,1,0
18600.0,0.0,0,0,0,1,44,9,5,1
52260.0,28499.0,1,0,0,0,43,14,5,1
10500.0,50.0,0,0,0,0,39,12,3,1
100596.0,81798.0,1,0,0,0,53,14,2,1
11376.0,0.0,0,0,0,0,28,13,1,0
27264.0,8220.0,0,0,0,0,58,12,3,1
21300.0,-2210.0,0,0,0,0,28,11,3,1
83274.0,184474.0,1,0,0,1,34,14,5,1
26472.0,450.0,0,0,0,1,36,10,3,1
8172.0,2550.0,1,0,0,0,64,8,3,0
23073.0,-2160.0,1,0,0,1,35,12,3,0
8925.0,0.0,0,0,0,0,25,1,3,0
30000.0,-6000.0,0,0,0,0,42,18,4,1
23148.0,-1740.0,0,0,0,1,50,14,3,1
77466.0,39800.0,1,0,0,1,49,12,2,1
23556.0,-3150.0,0,0,0,0,26,16,4,1
18048.0,800.0,0,0,0,0,37,14,1,0
73218.0,15100.0,1,0,0,1,53,18,4,1
5982.0,3000.0,1,0,0,1,63,12,3,1
28005.0,-5872.0,0,0,0,0,29,12,5,1
61125.0,-33880.0,0,0,0,0,27,16,2,1
7968.0,-800.0,0,0,0,0,38,7,4,1
11400.0,-1500.0,0,0,0,0,38,12,2,0
28554.0,1000.0,0,0,0,1,28,15,4,1
15330.0,500.0,0,0,0,0,34,10,1,0
6711.0,-3400.0,0,0,0,0,54,10,2,0
53010.0,-15900.0,0,0,0,0,45,16,4,1
45618.0,18430.0,1,0,0,1,48,14,4,1
12750.0,0.0,0,0,0,0,26,3,1,0
630.0,-6159.0,0,0,0,0,25,15,2,0
43866.0,72475.0,0,0,0,1,48,9,2,1
7293.0,-3420.0,0,0,0,0,31,12,1,0
34233.0,4400.0,0,0,0,0,32,15,4,1
25674.0,0.0,0,0,0,0,41,12,7,1
28377.0,-4918.0,0,0,0,1,42,12,4,1
32895.0,550.0,0,0,0,1,46,11,1,0
9600.0,0.0,0,0,0,0,39,12,5,1
13650.0,-451.0,0,0,0,1,28,12,5,1
37437.0,-8653.0,0,0,0,1,50,13,2,1
6903.0,300.0,0,0,0,0,42,5,2,0
36120.0,-6200.0,0,0,0,0,34,12,3,1
34806.0,23850.0,0,0,0,1,33,13,3,0
18573.0,-980.0,0,0,0,0,34,13,5,1
52020.0,1000.0,0,0,0,1,37,12,4,1
15615.0,757.0,0,0,0,0,26,16,1,0
37260.0,450.0,0,0,0,1,44,16,4,1
47046.0,5158.0,0,0,0,0,30,16,3,1
36621.0,-5008.0,0,0,0,1,40,6,5,1
37296.0,-2000.0,0,0,0,0,28,15,3,1
20199.0,0.0,0,0,0,0,46,8,1,0
11640.0,-3890.0,0,0,0,0,46,12,2,0
71988.0,-10000.0,1,0,0,0,46,18,1,1
52386.0,-3200.0,0,0,0,0,26,12,3,1
40608.0,2250.0,1,0,0,1,26,12,2,1
57159.0,287746.0,1,0,0,1,62,12,2,1
32595.0,1020.0,0,0,0,1,48,11,4,1
7140.0,0.0,0,0,0,0,43,12,3,0
8364.0,-800.0,0,0,0,0,27,10,1,0
9315.0,-2600.0,0,0,0,1,45,14,2,0
13509.0,-9600.0,0,0,0,1,34,11,3,1
15156.0,-181.0,0,0,0,0,37,12,4,0
18600.0,-1435.0,0,0,0,0,33,15,3,0
10215.0,3800.0,0,0,0,0,33,14,1,0
26193.0,54849.0,1,0,0,1,55,10,2,1
23760.0,-17000.0,0,0,0,0,52,13,1,0
17856.0,0.0,0,0,0,0,29,3,9,1
18156.0,0.0,0,0,0,0,27,12,4,1
51123.0,21200.0,0,0,0,0,39,12,2,1
50346.0,7300.0,0,0,0,1,31,12,4,1
5610.0,6.0,0,0,0,0,49,12,2,0
13026.0,-21250.0,0,0,0,0,25,18,1,0
51798.0,46992.0,1,0,0,1,37,15,3,1
34644.0,93970.0,1,0,0,1,45,8,3,1
22140.0,-1935.0,0,0,0,0,56,14,7,0
70905.0,1000.0,0,0,0,1,41,14,6,1
27729.0,-4880.0,0,0,0,1,31,6,6,1
26982.0,-8900.0,0,0,0,0,61,13,1,0
21000.0,-13144.0,0,0,0,0,44,18,7,0
11868.0,-900.0,0,0,0,1,45,5,3,0
13500.0,-59970.0,0,0,0,0,42,9,1,0
19371.0,0.0,0,0,0,0,46,6,6,1
20478.0,2000.0,0,0,0,0,38,12,3,0
6309.0,0.0,0,0,0,0,37,6,7,1
48615.0,-2600.0,0,0,0,1,41,15,4,0
7440.0,0.0,0,0,0,0,53,12,1,0
27336.0,-13486.0,0,0,0,1,53,6,6,1
32370.0,920.0,0,0,0,0,31,16,1,0
12483.0,55500.0,0,0,0,1,37,12,1,0
45780.0,-1250.0,0,0,0,1,32,14,3,1
15294.0,-6500.0,0,0,0,0,28,16,1,0
23787.0,1799.0,0,0,0,1,44,13,5,1
36435.0,1925.0,0,0,0,1,41,12,6,1
44418.0,2900.0,1,0,0,1,43,18,1,0
13242.0,-8827.0,0,0,0,1,32,12,3,1
55218.0,20300.0,1,0,0,1,53,13,2,1
30420.0,58190.0,1,0,0,1,49,16,3,0
19413.0,2804.0,1,0,0,1,42,12,3,0
15096.0,0.0,0,0,0,0,52,12,7,1
24297.0,19798.0,0,0,0,1,36,12,2,1
24120.0,-2100.0,0,0,0,0,25,12,1,0
5046.0,-4255.0,0,0,0,1,30,12,4,1
12132.0,0.0,0,0,0,1,39,12,4,1
31098.0,5249.0,0,0,0,0,30,16,1,0
23988.0,1003.0,0,0,0,0,40,14,2,0
56505.0,1050.0,0,0,0,1,40,14,4,1
13320.0,4550.0,0,0,0,0,26,18,1,0
31200.0,11999.0,1,0,0,1,35,12,1,0
43200.0,27400.0,1,0,0,1,44,18,1,0
32142.0,13139.0,1,0,0,1,42,14,5,1
21081.0,-10000.0,0,0,0,0,41,11,1,0
27684.0,1877.0,0,0,0,0,40,12,3,1
35400.0,2475.0,0,0,0,1,33,12,2,0
12792.0,-4001.0,0,0,0,1,57,16,1,0
44805.0,600.0,0,0,0,0,36,13,2,1
23595.0,-700.0,0,0,0,0,36,13,2,0
28464.0,3810.0,0,0,0,0,36,12,3,0
74217.0,23310.0,1,0,0,1,30,16,3,1
39579.0,12175.0,0,0,0,1,36,12,4,1
15876.0,13.0,0,0,0,1,34,6,8,1
27657.0,750.0,0,0,0,0,25,12,1,0
41031.0,2800.0,0,0,0,0,29,18,1,0
28716.0,-19175.0,0,0,0,0,30,15,4,1
30003.0,2049.0,1,0,0,1,38,13,4,1
39846.0,30.0,0,0,0,0,26,16,4,1
50439.0,9675.0,1,0,0,1,53,12,3,1
17760.0,0.0,0,0,0,0,33,6,11,1
70323.0,17265.0,1,0,0,1,28,17,2,1
40470.0,9998.0,0,0,0,1,33,14,3,1
34800.0,82500.0,1,0,0,1,58,18,1,0
43197.0,1400.0,0,0,0,1,45,14,3,1
9300.0,0.0,0,0,0,0,40,5,9,1
70602.0,9613.0,0,0,0,1,40,16,4,1
15513.0,-14800.0,0,0,0,0,44,15,4,1
31488.0,-200.0,0,0,0,0,26,16,2,1
85086.0,35400.0,1,0,0,1,42,12,4,1
26094.0,-1150.0,0,0,0,1,36,9,5,1
30438.0,58386.0,1,0,0,0,48,1,3,1
16380.0,420.0,0,0,0,1,32,11,5,1
17856.0,-15495.0,0,0,0,0,42,10,5,1
10464.0,0.0,0,0,0,0,33,11,1,0
21939.0,2425.0,0,0,0,0,31,18,1,0
9600.0,0.0,0,0,0,0,35,10,3,0
31698.0,-2970.0,0,0,0,0,25,17,1,0
52440.0,51299.0,1,0,0,0,46,13,3,1
67590.0,42000.0,1,0,0,0,32,18,4,1
31905.0,2150.0,1,0,0,1,48,12,2,1
100029.0,-250.0,0,0,0,1,34,13,5,1
42300.0,4999.0,0,0,0,1,44,13,1,0
39120.0,51.0,0,0,0,1,43,12,4,0
24678.0,-312.0,0,0,0,1,34,14,3,1
21552.0,500.0,0,0,0,1,55,11,8,1
11253.0,-1500.0,0,0,0,1,42,12,5,0
36639.0,11425.0,1,0,0,1,27,14,4,1
18000.0,800.0,0,0,0,1,30,15,4,0
21780.0,12000.0,0,0,0,1,62,14,2,1
26367.0,22498.0,1,0,0,1,43,16,2,0
19287.0,-500.0,0,0,0,0,35,12,3,0
34227.0,-13901.0,0,0,0,0,42,16,4,1
108870.0,37878.0,1,0,0,1,52,18,2,1
46500.0,110400.0,1,0,0,1,59,12,3,1
29724.0,-1700.0,0,0,0,1,58,12,3,1
31605.0,-1600.0,0,0,0,1,60,12,1,0
19560.0,-6500.0,0,0,0,0,44,17,1,0
15786.0,-1800.0,0,0,0,0,42,12,4,0
20070.0,-4000.0,0,0,0,0,52,8,2,1
22410.0,-601.0,0,0,0,1,46,12,3,0
15420.0,2650.0,0,0,0,0,58,12,2,1
8049.0,10.0,0,0,0,0,26,9,5,0
26391.0,7055.0,1,0,0,0,37,17,1,0
8160.0,0.0,0,0,0,1,38,6,4,1
11751.0,-112.0,0,0,0,0,52,12,1,0
80079.0,59115.0,1,0,0,1,46,16,3,1
3618.0,199.0,0,0,0,1,40,18,1,0
26520.0,0.0,0,0,0,0,25,11,4,0
46932.0,12200.0,1,0,0,1,53,1,4,1
28554.0,-800.0,0,0,0,0,33,12,3,1
83085.0,142500.0,1,0,0,1,46,18,2,0
11451.0,20248.0,0,0,0,1,50,12,3,1
14442.0,17704.0,0,0,0,1,60,14,4,1
32250.0,58100.0,1,0,0,1,45,14,2,0
2814.0,40872.0,0,0,0,1,32,15,1,0
42393.0,-1700.0,0,0,0,0,35,12,4,1
8700.0,500.0,0,0,0,1,35,12,2,0
9705.0,-3000.0,0,0,0,1,53,12,6,0
34965.0,-3800.0,0,0,0,1,44,17,3,0
113199.0,1317947.0,1,0,0,1,40,17,4,1
33687.0,33000.0,1,0,0,1,47,16,4,1
37776.0,5550.0,0,0,0,0,35,12,2,1
23004.0,-5590.0,0,0,0,0,42,12,4,1
41982.0,10500.0,0,0,0,1,38,14,4,0
54948.0,5000.0,0,0,0,1,32,17,4,1
31308.0,2000.0,0,0,0,0,27,12,1,0
18930.0,-4391.0,0,0,0,0,38,12,4,0
4038.0,426.0,0,0,0,1,60,8,1,0
39216.0,4000.0,1,0,0,1,55,16,3,0
30534.0,1371.0,0,0,0,1,34,12,2,1
32076.0,-14578.0,0,0,0,0,54,3,3,0
32817.0,6848.0,0,0,0,1,64,13,2,1
32940.0,5010.0,0,0,0,0,50,12,3,1
40320.0,-5300.0,0,0,0,1,54,12,6,1
7419.0,-600.0,0,0,0,0,47,6,1,0
17040.0,-100.0,0,0,0,0,32,12,4,1
18000.0,1200.0,0,0,0,0,37,12,4,0
54192.0,26000.0,1,0,0,1,61,14,2,1
62436.0,15000.0,0,0,0,1,34,18,1,0
26940.0,-7545.0,0,0,0,0,27,18,1,0
18450.0,9999.0,0,0,0,1,64,6,5,1
17919.0,-9500.0,0,0,0,0,26,12,4,1
16830.0,-3000.0,0,0,0,1,42,12,7,1
39174.0,0.0,0,0,0,0,63,11,1,0
47496.0,13900.0,1,0,0,1,47,13,3,1
35154.0,5155.0,1,0,0,1,36,12,2,1
38112.0,-6901.0,0,0,0,1,37,12,3,0
114300.0,35599.0,1,0,0,1,35,14,2,1
37650.0,6100.0,0,0,0,1,26,12,2,1
18927.0,-4900.0,0,0,0,0,38,12,2,0
57675.0,1099.0,0,0,0,1,36,14,2,0
51339.0,-11276.0,0,0,0,1,46,12,4,1
15600.0,-750.0,0,0,0,1,64,12,2,1
51879.0,72.0,0,0,0,1,29,16,3,1
17616.0,6650.0,1,0,0,0,64,12,1,0
179373.0,358400.0,1,0,0,1,61,12,2,1
17715.0,4050.0,0,0,0,1,31,13,1,0
14460.0,2000.0,0,0,0,1,58,12,2,1
41670.0,-250.0,0,0,0,1,47,10,6,1
17490.0,-4750.0,0,0,0,1,50,13,2,0
72069.0,-4609.0,0,0,0,0,36,15,4,1
21891.0,-11400.0,0,0,0,1,28,13,5,1
17631.0,4100.0,0,0,0,1,49,12,3,0
15000.0,0.0,0,0,0,1,60,10,3,1
18861.0,0.0,0,0,0,0,32,10,5,1
2160.0,0.0,0,0,0,0,31,12,5,1
8019.0,59.0,0,0,0,0,47,12,1,0
42291.0,3500.0,0,0,0,0,27,16,2,1
22182.0,2136.0,0,0,0,0,26,11,8,1
16344.0,0.0,0,0,0,1,38,12,4,1
29100.0,40548.0,0,0,0,1,60,11,2,1
41088.0,1970.0,0,0,0,1,39,18,5,1
12192.0,200.0,0,0,0,1,32,13,4,0
31086.0,-4300.0,0,0,0,0,30,12,4,1
20547.0,5430.0,1,0,0,1,55,12,2,0
32154.0,-296.0,0,0,0,0,27,13,3,1
5700.0,9999.0,0,0,0,0,25,15,2,0
7800.0,-75.0,0,0,0,0,33,17,3,0
112989.0,502000.0,1,0,0,1,48,16,4,1
10566.0,-710.0,0,0,0,1,37,11,6,1
54255.0,-651.0,0,0,0,0,45,17,4,1
