A,Y,W,W2,Z,X_crop,X_ea
5.0,0.6931471805599453,12.0,3.0,0.6387096774193548,1,139
50.0,1.3862943611198906,12.0,5.8,0.6387096774193548,1,139
50.0,1.3862943611198906,12.0,5.8,0.6387096774193548,1,139
50.0,0.6931471805599453,12.0,5.8,0.6387096774193548,1,139
30.0,0.6931471805599453,12.0,5.8,0.6387096774193548,1,139
0.0,0.6931471805599453,12.0,5.8,0.6387096774193548,1,139
90.0,0.6931471805599453,13.0,7.2,0.6387096774193548,0,139
10.0,0.6931471805599453,13.0,7.2,0.6387096774193548,0,139
20.0,0.6931471805599453,13.0,7.2,0.6387096774193548,0,139
90.0,0.6931471805599453,13.0,7.2,0.6387096774193548,1,139
10.0,0.6931471805599453,13.0,7.2,0.6387096774193548,1,139
20.0,0.6931471805599453,13.0,7.2,0.6387096774193548,1,139
50.0,0.6931471805599453,13.0,3.5,0.6387096774193548,1,139
30.0,0.6931471805599453,13.0,3.5,0.6387096774193548,1,139
50.0,1.3862943611198906,13.0,3.5,0.6387096774193548,2,139
30.0,1.3862943611198906,13.0,3.5,0.6387096774193548,2,139
0.0,2.3978952727983707,11.0,6.9,0.6387096774193548,1,139
30.0,0.6931471805599453,15.0,3.8,0.6387096774193548,1,139
90.0,0.6931471805599453,15.0,3.8,0.6387096774193548,1,139
30.0,1.6094379124341003,13.0,2.7,0.6387096774193548,1,139
50.0,1.6094379124341003,13.0,2.7,0.6387096774193548,1,139
30.0,1.3862943611198906,12.0,2.5,0.6387096774193548,1,139
30.0,1.3862943611198906,12.0,2.5,0.6387096774193548,1,139
10.0,1.3862943611198906,12.0,2.5,0.6387096774193548,1,139
20.0,1.0986122886681098,13.0,2.7,0.6387096774193548,1,139
0.0,1.0986122886681098,13.0,2.7,0.6387096774193548,1,139
20.0,0.6931471805599453,13.0,4.7,0.6387096774193548,1,139
20.0,0.6931471805599453,13.0,4.7,0.6387096774193548,1,139
30.0,1.9459101490553132,13.0,4.8,0.6387096774193548,1,139
30.0,1.9459101490553132,13.0,4.8,0.6387096774193548,1,139
10.0,1.9459101490553132,13.0,4.8,0.6387096774193548,1,139
40.0,1.6094379124341003,11.0,6.5,0.6387096774193548,1,139
0.0,0.6931471805599453,12.0,4.7,0.6387096774193548,1,139
80.0,0.6931471805599453,12.0,4.7,0.6387096774193548,1,139
0.0,1.3862943611198906,13.0,1.6,0.6387096774193548,1,139
0.0,1.3862943611198906,13.0,1.6,0.6387096774193548,1,139
20.0,1.791759469228055,13.0,4.4,0.6387096774193548,2,139
0.0,1.6094379124341003,14.0,2.8,0.6387096774193548,1,139
20.0,1.6094379124341003,14.0,2.8,0.6387096774193548,1,139
0.0,1.791759469228055,14.0,2.8,0.6387096774193548,2,139
20.0,1.791759469228055,14.0,2.8,0.6387096774193548,2,139
10.0,1.3862943611198906,13.0,4.1,0.6387096774193548,1,139
10.0,1.3862943611198906,13.0,4.1,0.6387096774193548,1,139
50.0,1.6094379124341003,14.0,63.8,0.6387096774193548,1,139
30.0,1.791759469228055,13.0,3.6,0.6387096774193548,1,139
20.0,1.791759469228055,13.0,3.6,0.6387096774193548,1,139
10.0,0.6931471805599453,13.0,3.6,0.6387096774193548,1,139
40.0,0.6931471805599453,13.0,3.6,0.6387096774193548,1,139
10.0,1.0986122886681098,13.0,3.1,0.6387096774193548,1,139
0.0,1.0986122886681098,13.0,3.1,0.6387096774193548,1,139
10.0,1.0986122886681098,13.0,3.1,0.6387096774193548,1,139
20.0,1.0986122886681098,13.0,3.1,0.6387096774193548,1,139
10.0,0.6931471805599453,13.0,3.0,0.6387096774193548,1,139
0.0,0.6931471805599453,13.0,3.0,0.6387096774193548,1,139
20.0,0.6931471805599453,13.0,3.0,0.6387096774193548,1,139
10.0,0.6931471805599453,13.0,2.8,0.6387096774193548,1,139
20.0,0.6931471805599453,13.0,2.8,0.6387096774193548,1,139
10.0,1.0986122886681098,12.0,8.7,0.6387096774193548,1,139
70.0,1.0986122886681098,12.0,8.7,0.6387096774193548,1,139
10.0,1.0986122886681098,12.0,8.7,0.6387096774193548,1,139
0.0,2.1972245773362196,12.0,8.7,0.6387096774193548,1,139
0.0,2.1972245773362196,12.0,8.7,0.6387096774193548,1,139
0.0,1.9459101490553132,13.0,7.2,0.6387096774193548,1,139
0.0,1.9459101490553132,13.0,7.2,0.6387096774193548,1,139
50.0,2.3978952727983707,13.0,2.2,0.6387096774193548,1,139
0.0,1.0986122886681098,13.0,1.8,0.6387096774193548,2,139
50.0,1.6094379124341003,14.0,2.4,0.6387096774193548,1,139
50.0,1.6094379124341003,14.0,2.4,0.6387096774193548,1,139
90.0,1.791759469228055,14.0,3.0,0.6387096774193548,0,139
50.0,1.791759469228055,14.0,3.0,0.6387096774193548,0,139
10.0,1.791759469228055,14.0,3.0,0.6387096774193548,0,139
90.0,1.6094379124341003,14.0,3.0,0.6387096774193548,1,139
50.0,1.6094379124341003,14.0,3.0,0.6387096774193548,1,139
10.0,1.6094379124341003,14.0,3.0,0.6387096774193548,1,139
90.0,1.791759469228055,13.0,4.2,0.6387096774193548,0,139
10.0,1.791759469228055,13.0,4.2,0.6387096774193548,0,139
50.0,1.0986122886681098,12.0,39.7,0.6387096774193548,1,139
50.0,1.0986122886681098,12.0,39.7,0.6387096774193548,1,139
0.0,0.6931471805599453,11.0,26.7,0.6387096774193548,1,139
0.0,0.6931471805599453,11.0,26.7,0.6387096774193548,1,139
0.0,0.6931471805599453,11.0,26.7,0.6387096774193548,2,139
0.0,0.6931471805599453,11.0,26.7,0.6387096774193548,2,139
50.0,1.0986122886681098,14.0,7.1,0.6387096774193548,1,139
0.0,1.0986122886681098,14.0,7.1,0.6387096774193548,1,139
50.0,0.6931471805599453,16.0,7.5,0.6387096774193548,1,139
70.0,1.6094379124341003,14.0,2.2,0.6387096774193548,2,139
0.0,1.6094379124341003,14.0,3.5,0.6387096774193548,1,139
80.0,1.6094379124341003,14.0,3.5,0.6387096774193548,1,139
70.0,2.3978952727983707,11.0,20.3,0.855072463768116,1,140
70.0,2.3978952727983707,12.0,15.4,0.855072463768116,1,140
40.0,2.3978952727983707,11.0,20.3,0.855072463768116,1,140
40.0,2.3978952727983707,12.0,15.4,0.855072463768116,1,140
70.0,4.110873864173311,11.0,20.3,0.855072463768116,2,140
70.0,4.110873864173311,12.0,15.4,0.855072463768116,2,140
40.0,4.110873864173311,11.0,20.3,0.855072463768116,2,140
40.0,4.110873864173311,12.0,15.4,0.855072463768116,2,140
50.0,3.9318256327243257,11.0,19.9,0.855072463768116,2,140
60.0,3.9318256327243257,11.0,19.9,0.855072463768116,2,140
40.0,3.9318256327243257,11.0,19.9,0.855072463768116,2,140
60.0,3.4339872044851463,11.0,21.0,0.855072463768116,1,140
50.0,3.4339872044851463,11.0,21.0,0.855072463768116,1,140
60.0,3.4339872044851463,11.0,21.0,0.855072463768116,1,140
60.0,5.017279836814924,11.0,21.0,0.855072463768116,2,140
50.0,5.017279836814924,11.0,21.0,0.855072463768116,2,140
60.0,5.017279836814924,11.0,21.0,0.855072463768116,2,140
70.0,1.791759469228055,11.0,16.1,0.855072463768116,1,140
50.0,1.791759469228055,11.0,16.1,0.855072463768116,1,140
70.0,3.044522437723423,11.0,16.1,0.855072463768116,2,140
50.0,3.044522437723423,11.0,16.1,0.855072463768116,2,140
50.0,3.258096538021482,11.0,17.6,0.855072463768116,2,140
60.0,3.258096538021482,11.0,17.6,0.855072463768116,2,140
40.0,0.6931471805599453,11.0,18.4,0.855072463768116,2,140
0.0,0.6931471805599453,11.0,18.4,0.855072463768116,2,140
10.0,0.6931471805599453,11.0,18.4,0.855072463768116,2,140
40.0,1.6094379124341003,11.0,18.0,0.855072463768116,2,140
60.0,1.6094379124341003,11.0,18.0,0.855072463768116,2,140
100.0,3.4339872044851463,11.0,23.2,0.855072463768116,1,140
40.0,3.4339872044851463,11.0,23.2,0.855072463768116,1,140
60.0,3.4339872044851463,11.0,23.2,0.855072463768116,1,140
100.0,5.25227342804663,11.0,23.2,0.855072463768116,2,140
40.0,5.25227342804663,11.0,23.2,0.855072463768116,2,140
60.0,5.25227342804663,11.0,23.2,0.855072463768116,2,140
50.0,1.0986122886681098,12.0,36.2,0.855072463768116,2,140
40.0,3.1354942159291497,14.0,13.6,0.855072463768116,2,140
70.0,3.1354942159291497,14.0,13.6,0.855072463768116,2,140
20.0,3.1354942159291497,14.0,13.6,0.855072463768116,2,140
40.0,4.51085950651685,16.0,13.8,0.855072463768116,2,140
70.0,4.51085950651685,16.0,13.8,0.855072463768116,2,140
20.0,4.51085950651685,16.0,13.8,0.855072463768116,2,140
20.0,1.0986122886681098,19.0,13.8,0.855072463768116,1,140
40.0,1.0986122886681098,19.0,13.8,0.855072463768116,1,140
70.0,1.0986122886681098,19.0,13.8,0.855072463768116,1,140
20.0,2.1972245773362196,19.0,13.8,0.855072463768116,2,140
40.0,2.1972245773362196,19.0,13.8,0.855072463768116,2,140
70.0,2.1972245773362196,19.0,13.8,0.855072463768116,2,140
40.0,2.1972245773362196,19.0,12.7,0.855072463768116,2,140
70.0,2.1972245773362196,19.0,12.7,0.855072463768116,2,140
20.0,2.1972245773362196,19.0,12.7,0.855072463768116,2,140
0.0,4.356708826689592,12.0,22.2,0.855072463768116,1,140
0.0,4.356708826689592,12.0,22.2,0.855072463768116,1,140
0.0,4.356708826689592,12.0,22.2,0.855072463768116,1,140
0.0,5.5909869805108565,12.0,22.2,0.855072463768116,2,140
0.0,5.5909869805108565,12.0,22.2,0.855072463768116,2,140
0.0,5.5909869805108565,12.0,22.2,0.855072463768116,2,140
0.0,3.5553480614894135,12.0,21.6,0.855072463768116,1,140
0.0,3.5553480614894135,12.0,21.6,0.855072463768116,1,140
0.0,1.791759469228055,12.0,31.6,0.855072463768116,1,140
0.0,1.791759469228055,12.0,31.6,0.855072463768116,1,140
0.0,2.8903717578961645,12.0,31.6,0.855072463768116,2,140
0.0,2.8903717578961645,12.0,31.6,0.855072463768116,2,140
0.0,5.111987788356544,12.0,17.5,0.855072463768116,1,140
0.0,5.111987788356544,12.0,17.5,0.855072463768116,1,140
0.0,6.359573868672378,12.0,17.5,0.855072463768116,2,140
0.0,6.359573868672378,12.0,17.5,0.855072463768116,2,140
0.0,3.713572066704308,12.0,16.5,0.855072463768116,1,140
0.0,3.713572066704308,12.0,16.5,0.855072463768116,1,140
0.0,4.962844630259907,12.0,16.5,0.855072463768116,2,140
0.0,4.962844630259907,12.0,16.5,0.855072463768116,2,140
0.0,3.5263605246161616,12.0,15.4,0.855072463768116,1,140
0.0,3.5263605246161616,12.0,15.4,0.855072463768116,1,140
0.0,4.804021044733257,12.0,15.4,0.855072463768116,2,140
0.0,4.804021044733257,12.0,15.4,0.855072463768116,2,140
0.0,2.1972245773362196,10.0,26.3,0.855072463768116,1,140
0.0,2.1972245773362196,10.0,26.3,0.855072463768116,1,140
0.0,3.4657359027997265,10.0,26.3,0.855072463768116,2,140
0.0,3.4657359027997265,10.0,26.3,0.855072463768116,2,140
0.0,0.6931471805599453,11.0,13.0,0.855072463768116,1,140
0.0,0.6931471805599453,11.0,13.0,0.855072463768116,1,140
0.0,3.6635616461296463,11.0,13.0,0.855072463768116,2,140
0.0,3.6635616461296463,11.0,13.0,0.855072463768116,2,140
0.0,2.0794415416798357,10.0,26.6,0.855072463768116,1,140
0.0,2.0794415416798357,10.0,26.6,0.855072463768116,1,140
0.0,3.367295829986474,10.0,26.6,0.855072463768116,2,140
0.0,3.367295829986474,10.0,26.6,0.855072463768116,2,140
0.0,2.6390573296152584,10.0,25.4,0.855072463768116,1,140
0.0,2.6390573296152584,10.0,25.4,0.855072463768116,1,140
0.0,3.8918202981106265,10.0,25.4,0.855072463768116,2,140
0.0,3.8918202981106265,10.0,25.4,0.855072463768116,2,140
0.0,2.1972245773362196,10.0,27.8,0.855072463768116,1,140
0.0,2.1972245773362196,10.0,27.8,0.855072463768116,1,140
0.0,3.4657359027997265,10.0,27.8,0.855072463768116,2,140
0.0,3.4657359027997265,10.0,27.8,0.855072463768116,2,140
50.0,4.110873864173311,11.0,18.9,0.855072463768116,1,140
50.0,4.110873864173311,11.0,18.9,0.855072463768116,1,140
80.0,4.110873864173311,11.0,18.9,0.855072463768116,1,140
50.0,5.942799375126701,11.0,18.9,0.855072463768116,2,140
50.0,5.942799375126701,11.0,18.9,0.855072463768116,2,140
80.0,5.942799375126701,11.0,18.9,0.855072463768116,2,140
50.0,3.713572066704308,11.0,21.4,0.855072463768116,1,140
50.0,3.713572066704308,11.0,21.4,0.855072463768116,1,140
5.0,3.713572066704308,11.0,21.4,0.855072463768116,1,140
50.0,5.771441123130016,11.0,21.4,0.855072463768116,2,140
50.0,5.771441123130016,11.0,21.4,0.855072463768116,2,140
5.0,5.771441123130016,11.0,21.4,0.855072463768116,2,140
50.0,0.6931471805599453,11.0,11.7,0.855072463768116,1,140
50.0,0.6931471805599453,11.0,11.7,0.855072463768116,1,140
50.0,1.3862943611198906,11.0,11.7,0.855072463768116,2,140
50.0,1.3862943611198906,11.0,11.7,0.855072463768116,2,140
80.0,1.0986122886681098,11.0,18.3,0.855072463768116,1,140
60.0,1.0986122886681098,11.0,18.3,0.855072463768116,1,140
85.0,1.0986122886681098,11.0,18.3,0.855072463768116,1,140
80.0,4.430816798843313,11.0,18.3,0.855072463768116,2,140
60.0,4.430816798843313,11.0,18.3,0.855072463768116,2,140
85.0,4.430816798843313,11.0,18.3,0.855072463768116,2,140
80.0,2.772588722239781,11.0,18.1,0.855072463768116,1,140
60.0,2.772588722239781,11.0,18.1,0.855072463768116,1,140
85.0,2.772588722239781,11.0,18.1,0.855072463768116,1,140
80.0,3.4965075614664802,11.0,18.1,0.855072463768116,2,140
60.0,3.4965075614664802,11.0,18.1,0.855072463768116,2,140
85.0,3.4965075614664802,11.0,18.1,0.855072463768116,2,140
60.0,4.454347296253507,12.0,16.3,0.855072463768116,2,140
85.0,4.454347296253507,12.0,16.3,0.855072463768116,2,140
20.0,4.454347296253507,12.0,16.3,0.855072463768116,2,140
50.0,3.1354942159291497,11.0,22.7,0.855072463768116,1,140
40.0,3.1354942159291497,11.0,22.7,0.855072463768116,1,140
60.0,3.1354942159291497,11.0,22.7,0.855072463768116,1,140
50.0,4.04305126783455,11.0,22.7,0.855072463768116,2,140
40.0,4.04305126783455,11.0,22.7,0.855072463768116,2,140
60.0,4.04305126783455,11.0,22.7,0.855072463768116,2,140
50.0,3.5553480614894135,11.0,16.4,0.855072463768116,1,140
40.0,3.5553480614894135,11.0,16.4,0.855072463768116,1,140
60.0,3.5553480614894135,11.0,16.4,0.855072463768116,1,140
50.0,4.382026634673881,11.0,16.4,0.855072463768116,2,140
40.0,4.382026634673881,11.0,16.4,0.855072463768116,2,140
60.0,4.382026634673881,11.0,16.4,0.855072463768116,2,140
50.0,3.8066624897703196,11.0,21.1,0.855072463768116,1,140
30.0,3.8066624897703196,11.0,21.1,0.855072463768116,1,140
60.0,3.8066624897703196,11.0,21.1,0.855072463768116,1,140
50.0,4.584967478670572,11.0,21.1,0.855072463768116,2,140
30.0,4.584967478670572,11.0,21.1,0.855072463768116,2,140
60.0,4.584967478670572,11.0,21.1,0.855072463768116,2,140
30.0,4.477336814478207,11.0,19.5,0.855072463768116,2,140
60.0,4.477336814478207,11.0,19.5,0.855072463768116,2,140
30.0,4.7535901911063645,11.0,17.7,0.855072463768116,2,140
60.0,4.7535901911063645,11.0,17.7,0.855072463768116,2,140
60.0,4.7535901911063645,11.0,17.7,0.855072463768116,2,140
30.0,5.170483995038151,12.0,14.5,0.855072463768116,2,140
60.0,5.170483995038151,12.0,14.5,0.855072463768116,2,140
30.0,3.091042453358316,12.0,16.1,0.855072463768116,2,140
50.0,1.3862943611198906,13.0,12.5,0.855072463768116,1,140
30.0,0.6931471805599453,12.0,15.8,0.855072463768116,1,140
30.0,0.6931471805599453,12.0,15.8,0.855072463768116,1,140
30.0,5.14166355650266,12.0,15.8,0.855072463768116,2,140
30.0,5.14166355650266,12.0,15.8,0.855072463768116,2,140
60.0,3.9318256327243257,19.0,5.7,0.855072463768116,1,140
40.0,3.9318256327243257,19.0,5.7,0.855072463768116,1,140
50.0,3.9318256327243257,19.0,5.7,0.855072463768116,1,140
60.0,5.5254529391317835,19.0,5.7,0.855072463768116,2,140
40.0,5.5254529391317835,19.0,5.7,0.855072463768116,2,140
50.0,5.5254529391317835,19.0,5.7,0.855072463768116,2,140
95.0,0.6931471805599453,11.0,18.5,0.855072463768116,1,140
60.0,0.6931471805599453,11.0,18.5,0.855072463768116,1,140
90.0,0.6931471805599453,11.0,18.5,0.855072463768116,1,140
95.0,4.382026634673881,11.0,18.5,0.855072463768116,2,140
60.0,4.382026634673881,11.0,18.5,0.855072463768116,2,140
90.0,4.382026634673881,11.0,18.5,0.855072463768116,2,140
95.0,0.6931471805599453,11.0,18.3,0.855072463768116,1,140
60.0,0.6931471805599453,11.0,18.3,0.855072463768116,1,140
90.0,0.6931471805599453,11.0,18.3,0.855072463768116,1,140
95.0,4.418840607796598,11.0,18.3,0.855072463768116,2,140
60.0,4.418840607796598,11.0,18.3,0.855072463768116,2,140
90.0,4.418840607796598,11.0,18.3,0.855072463768116,2,140
60.0,4.02535169073515,11.0,16.6,0.855072463768116,2,140
90.0,4.02535169073515,11.0,16.6,0.855072463768116,2,140
10.0,4.02535169073515,11.0,16.6,0.855072463768116,2,140
95.0,0.6931471805599453,11.0,20.3,0.855072463768116,1,140
60.0,0.6931471805599453,11.0,20.3,0.855072463768116,1,140
90.0,0.6931471805599453,11.0,20.3,0.855072463768116,1,140
95.0,4.7535901911063645,11.0,20.3,0.855072463768116,2,140
60.0,4.7535901911063645,11.0,20.3,0.855072463768116,2,140
90.0,4.7535901911063645,11.0,20.3,0.855072463768116,2,140
60.0,3.9512437185814275,11.0,19.9,0.855072463768116,2,140
90.0,3.9512437185814275,11.0,19.9,0.855072463768116,2,140
10.0,3.9512437185814275,11.0,19.9,0.855072463768116,2,140
60.0,3.784189633918261,11.0,18.0,0.855072463768116,2,140
90.0,3.784189633918261,11.0,18.0,0.855072463768116,2,140
95.0,3.784189633918261,11.0,18.0,0.855072463768116,2,140
10.0,1.0986122886681098,11.0,17.8,0.855072463768116,1,140
90.0,1.0986122886681098,11.0,17.8,0.855072463768116,1,140
60.0,1.0986122886681098,11.0,17.8,0.855072463768116,1,140
10.0,4.859812404361672,11.0,17.8,0.855072463768116,2,140
90.0,4.859812404361672,11.0,17.8,0.855072463768116,2,140
60.0,4.859812404361672,11.0,17.8,0.855072463768116,2,140
95.0,4.962844630259907,12.0,17.7,0.855072463768116,2,140
60.0,4.962844630259907,12.0,17.7,0.855072463768116,2,140
40.0,1.0986122886681098,11.0,30.4,0.855072463768116,1,140
95.0,1.0986122886681098,11.0,30.4,0.855072463768116,1,140
40.0,1.3862943611198906,11.0,30.7,0.855072463768116,1,140
95.0,1.3862943611198906,11.0,30.7,0.855072463768116,1,140
40.0,4.02535169073515,11.0,30.9,0.855072463768116,1,140
95.0,4.02535169073515,11.0,30.9,0.855072463768116,1,140
40.0,3.828641396489095,11.0,32.6,0.855072463768116,1,140
95.0,3.828641396489095,11.0,32.6,0.855072463768116,1,140
40.0,2.3978952727983707,11.0,32.1,0.855072463768116,1,140
50.0,2.3978952727983707,11.0,32.1,0.855072463768116,1,140
40.0,3.1354942159291497,11.0,32.1,0.855072463768116,2,140
50.0,3.1354942159291497,11.0,32.1,0.855072463768116,2,140
50.0,4.02535169073515,12.0,28.7,0.855072463768116,2,140
90.0,4.02535169073515,12.0,28.7,0.855072463768116,2,140
50.0,5.564520407322694,11.0,28.3,0.855072463768116,2,140
95.0,5.564520407322694,11.0,28.3,0.855072463768116,2,140
50.0,5.564520407322694,11.0,28.3,0.855072463768116,2,140
80.0,2.3978952727983707,12.0,26.0,0.855072463768116,1,140
75.0,2.3978952727983707,12.0,26.0,0.855072463768116,1,140
20.0,2.3978952727983707,12.0,26.0,0.855072463768116,1,140
80.0,1.3862943611198906,12.0,26.0,0.855072463768116,2,140
75.0,1.3862943611198906,12.0,26.0,0.855072463768116,2,140
20.0,1.3862943611198906,12.0,26.0,0.855072463768116,2,140
50.0,4.110873864173311,13.0,25.2,0.855072463768116,2,140
20.0,4.110873864173311,13.0,25.2,0.855072463768116,2,140
70.0,0.6931471805599453,14.0,4.1,0.9629629629629629,2,141
50.0,0.6931471805599453,14.0,4.1,0.9629629629629629,2,141
70.0,0.6931471805599453,15.0,5.2,0.9629629629629629,2,141
70.0,0.6931471805599453,15.0,5.2,0.9629629629629629,2,141
50.0,0.6931471805599453,15.0,5.2,0.9629629629629629,2,141
70.0,0.6931471805599453,12.0,6.0,0.9629629629629629,2,141
70.0,0.6931471805599453,12.0,6.0,0.9629629629629629,2,141
70.0,0.6931471805599453,12.0,6.0,0.9629629629629629,2,141
60.0,1.9459101490553132,13.0,3.9,0.9629629629629629,2,141
60.0,1.9459101490553132,13.0,3.9,0.9629629629629629,2,141
50.0,1.9459101490553132,13.0,3.9,0.9629629629629629,2,141
60.0,1.3862943611198906,13.0,5.9,0.9629629629629629,2,141
60.0,1.3862943611198906,13.0,5.9,0.9629629629629629,2,141
50.0,1.3862943611198906,13.0,5.9,0.9629629629629629,2,141
60.0,0.6931471805599453,13.0,6.0,0.9629629629629629,2,141
50.0,1.0986122886681098,12.0,5.7,0.9629629629629629,1,141
80.0,0.6931471805599453,13.0,2.4,0.9629629629629629,2,141
50.0,0.6931471805599453,13.0,2.4,0.9629629629629629,2,141
80.0,0.6931471805599453,13.0,2.4,0.9629629629629629,2,141
30.0,1.3862943611198906,14.0,2.0,0.9629629629629629,2,141
30.0,1.3862943611198906,14.0,2.0,0.9629629629629629,2,141
50.0,1.0986122886681098,14.0,7.6,0.9629629629629629,2,141
30.0,1.0986122886681098,14.0,7.6,0.9629629629629629,2,141
50.0,1.3862943611198906,14.0,6.1,0.9629629629629629,2,141
50.0,1.3862943611198906,14.0,6.1,0.9629629629629629,2,141
50.0,1.3862943611198906,14.0,6.1,0.9629629629629629,2,141
40.0,0.6931471805599453,12.0,8.8,0.9629629629629629,1,141
30.0,0.6931471805599453,12.0,8.8,0.9629629629629629,1,141
40.0,0.6931471805599453,13.0,1.2,0.9629629629629629,2,141
40.0,0.6931471805599453,13.0,1.2,0.9629629629629629,2,141
40.0,0.6931471805599453,13.0,1.2,0.9629629629629629,2,141
60.0,1.0986122886681098,13.0,3.6,0.9629629629629629,2,141
60.0,1.0986122886681098,13.0,3.6,0.9629629629629629,2,141
50.0,1.0986122886681098,13.0,3.6,0.9629629629629629,2,141
70.0,0.6931471805599453,14.0,5.4,0.9629629629629629,2,141
60.0,0.6931471805599453,14.0,5.4,0.9629629629629629,2,141
70.0,0.6931471805599453,13.0,3.4,0.9629629629629629,2,141
70.0,0.6931471805599453,13.0,3.4,0.9629629629629629,2,141
60.0,0.6931471805599453,13.0,3.4,0.9629629629629629,2,141
70.0,0.6931471805599453,13.0,3.6,0.9629629629629629,2,141
60.0,0.6931471805599453,13.0,3.6,0.9629629629629629,2,141
50.0,0.6931471805599453,14.0,4.8,0.9629629629629629,2,141
50.0,0.6931471805599453,14.0,4.8,0.9629629629629629,2,141
50.0,0.6931471805599453,14.0,4.8,0.9629629629629629,2,141
50.0,1.0986122886681098,13.0,4.6,0.9629629629629629,2,141
50.0,1.0986122886681098,13.0,4.6,0.9629629629629629,2,141
50.0,0.6931471805599453,12.0,4.4,0.9629629629629629,2,141
50.0,0.6931471805599453,12.0,4.4,0.9629629629629629,2,141
50.0,0.6931471805599453,12.0,4.4,0.9629629629629629,2,141
50.0,0.6931471805599453,13.0,4.6,0.9629629629629629,2,141
50.0,0.6931471805599453,13.0,4.6,0.9629629629629629,2,141
50.0,4.804021044733257,13.0,6.0,0.9629629629629629,1,141
50.0,4.804021044733257,13.0,6.0,0.9629629629629629,1,141
50.0,4.804021044733257,13.0,6.0,0.9629629629629629,1,141
50.0,0.6931471805599453,13.0,6.0,0.9629629629629629,2,141
50.0,0.6931471805599453,13.0,6.0,0.9629629629629629,2,141
50.0,0.6931471805599453,13.0,6.0,0.9629629629629629,2,141
30.0,1.0986122886681098,13.0,6.4,0.9629629629629629,1,141
60.0,1.6094379124341003,15.0,5.8,0.9629629629629629,2,141
60.0,1.6094379124341003,15.0,5.8,0.9629629629629629,2,141
60.0,1.3862943611198906,14.0,5.6,0.9629629629629629,2,141
50.0,1.3862943611198906,14.0,5.6,0.9629629629629629,2,141
60.0,1.3862943611198906,14.0,5.6,0.9629629629629629,2,141
60.0,0.6931471805599453,13.0,6.0,0.9629629629629629,2,141
30.0,0.6931471805599453,13.0,6.0,0.9629629629629629,2,141
30.0,0.6931471805599453,12.0,6.0,0.9629629629629629,0,141
20.0,1.0986122886681098,12.0,6.1,0.9629629629629629,1,141
60.0,1.0986122886681098,12.0,6.1,0.9629629629629629,1,141
60.0,1.3862943611198906,15.0,5.6,0.9629629629629629,2,141
70.0,1.3862943611198906,15.0,5.6,0.9629629629629629,2,141
50.0,1.3862943611198906,15.0,5.6,0.9629629629629629,2,141
50.0,0.6931471805599453,12.0,4.7,0.9629629629629629,1,141
60.0,0.6931471805599453,12.0,4.0,0.9629629629629629,1,141
50.0,0.6931471805599453,12.0,4.0,0.9629629629629629,1,141
30.0,0.6931471805599453,12.0,4.0,0.9629629629629629,1,141
30.0,0.6931471805599453,12.0,4.0,0.9629629629629629,1,141
60.0,1.0986122886681098,12.0,4.0,0.9629629629629629,2,141
50.0,1.0986122886681098,12.0,4.0,0.9629629629629629,2,141
30.0,1.0986122886681098,12.0,4.0,0.9629629629629629,2,141
30.0,1.0986122886681098,12.0,4.0,0.9629629629629629,2,141
50.0,0.6931471805599453,16.0,5.7,0.9629629629629629,2,141
30.0,0.6931471805599453,16.0,5.7,0.9629629629629629,2,141
40.0,0.6931471805599453,16.0,5.7,0.9629629629629629,2,141
20.0,1.3862943611198906,13.0,3.1,0.9629629629629629,2,141
30.0,1.3862943611198906,13.0,3.1,0.9629629629629629,2,141
20.0,1.3862943611198906,13.0,3.1,0.9629629629629629,2,141
30.0,1.0986122886681098,13.0,4.4,0.9629629629629629,2,141
30.0,1.0986122886681098,13.0,4.4,0.9629629629629629,2,141
30.0,1.0986122886681098,13.0,4.4,0.9629629629629629,2,141
40.0,0.6931471805599453,14.0,5.3,0.9629629629629629,1,141
30.0,0.6931471805599453,14.0,5.3,0.9629629629629629,1,141
30.0,0.6931471805599453,14.0,5.3,0.9629629629629629,1,141
40.0,1.0986122886681098,14.0,5.3,0.9629629629629629,2,141
30.0,1.0986122886681098,14.0,5.3,0.9629629629629629,2,141
30.0,1.0986122886681098,14.0,5.3,0.9629629629629629,2,141
50.0,0.6931471805599453,13.0,4.8,0.9629629629629629,1,141
50.0,0.6931471805599453,13.0,4.8,0.9629629629629629,1,141
50.0,0.6931471805599453,13.0,4.8,0.9629629629629629,2,141
50.0,0.6931471805599453,13.0,4.8,0.9629629629629629,2,141
50.0,0.6931471805599453,13.0,4.6,0.9629629629629629,1,141
10.0,3.713572066704308,12.0,14.8,0.5658536585365853,1,142
100.0,3.9318256327243257,12.0,14.0,0.5658536585365853,1,142
10.0,3.9318256327243257,12.0,14.0,0.5658536585365853,1,142
10.0,2.3978952727983707,12.0,15.3,0.5658536585365853,1,142
100.0,2.3978952727983707,12.0,15.3,0.5658536585365853,1,142
10.0,3.044522437723423,12.0,15.1,0.5658536585365853,1,142
10.0,3.044522437723423,12.0,15.1,0.5658536585365853,1,142
0.0,3.044522437723423,12.0,15.1,0.5658536585365853,1,142
10.0,1.0986122886681098,12.0,15.1,0.5658536585365853,1,142
10.0,1.0986122886681098,12.0,15.1,0.5658536585365853,1,142
0.0,1.0986122886681098,12.0,15.1,0.5658536585365853,1,142
