A,Y,W,Z,X_race,X_sex
12.0,2.6762154775821916,11.0,12.0,1,2
16.0,3.005682604407159,18.0,16.0,3,1
16.0,3.821441627196908,12.0,20.0,1,1
16.0,2.9444389791664403,12.0,16.0,1,2
13.0,2.6741486494265287,12.0,16.0,3,2
14.0,2.5392369943330477,8.0,17.0,3,1
12.0,2.1713368063840917,6.0,7.0,2,2
15.0,2.1815467646169897,12.0,14.0,3,2
12.0,2.9269179575536315,11.0,9.0,1,2
13.0,1.8164520818184267,11.0,5.0,1,1
12.0,2.0794415416798357,11.0,12.0,1,2
12.0,2.9564715596006885,12.0,12.0,3,1
12.0,0.14842000511827322,12.0,12.0,3,2
12.0,2.89977188240808,12.0,12.0,3,1
16.0,2.864483986944037,8.0,16.0,3,1
16.0,2.0149030205422647,7.0,18.0,3,1
13.0,2.186051276738094,7.0,12.0,3,2
16.0,2.9564715596006885,18.0,16.0,3,2
12.0,2.2700619012884857,13.0,20.0,3,1
12.0,1.4469189829363254,9.0,6.0,3,2
12.0,0.5933268452777344,12.0,12.0,3,2
12.0,3.171364842197149,12.0,13.0,3,1
16.0,2.6504210882655737,12.0,18.0,2,2
15.0,2.2321626286975,13.0,14.0,3,2
12.0,2.6468837658647226,12.0,20.0,3,1
12.0,2.5376572151735295,11.0,12.0,3,1
13.0,2.70805020110221,12.0,17.0,3,2
12.0,2.3513752571634776,12.0,14.0,3,1
13.0,2.5257286443082556,13.0,14.0,3,1
13.0,2.302585092994046,12.0,12.0,3,1
12.0,1.8718021769015913,15.0,10.0,3,2
12.0,2.302585092994046,13.0,0.0,3,1
12.0,2.302585092994046,8.0,12.0,3,2
12.0,2.4527277514237653,8.0,0.0,3,1
9.0,1.3056264580524357,16.0,14.0,3,2
12.0,2.0149030205422647,12.0,14.0,3,2
17.0,2.8903717578961645,17.0,14.0,3,2
13.0,1.547562508716013,12.0,7.0,3,2
12.0,0.0,12.0,11.0,3,2
14.0,2.8130106367386967,12.0,12.0,3,1
12.0,2.8507065015037334,16.0,12.0,3,1
12.0,2.0794415416798357,16.0,12.0,3,1
12.0,2.382320061012899,12.0,12.0,3,2
12.0,4.007333185232471,12.0,6.0,3,1
14.0,2.3749057545736716,12.0,16.0,3,2
17.0,2.9025198918318122,16.0,16.0,3,1
12.0,2.302585092994046,18.0,16.0,3,1
20.0,3.402529826895934,10.0,16.0,3,1
14.0,2.4849066497880004,14.0,14.0,3,2
16.0,2.4849066497880004,12.0,13.0,3,2
12.0,2.0794415416798357,10.0,8.0,3,2
12.0,3.551913599040779,8.0,16.0,3,1
12.0,1.0577902941478545,10.0,9.0,3,2
12.0,2.6210388241125804,10.0,12.0,3,1
14.0,1.7047480922384253,12.0,12.0,3,2
15.0,2.4449523342809676,12.0,14.0,3,2
20.0,3.5160130560907366,18.0,20.0,3,2
13.0,3.044522437723423,14.0,12.0,3,1
16.0,2.0149030205422647,14.0,12.0,3,2
13.0,3.4339872044851463,12.0,13.0,3,1
17.0,2.740840023925201,14.0,12.0,3,1
16.0,1.791759469228055,14.0,16.0,3,1
14.0,2.2159372862683733,16.0,16.0,3,1
12.0,1.7191887763932197,6.0,8.0,3,2
12.0,1.766441661243765,7.0,11.0,3,2
12.0,1.9459101490553132,8.0,9.0,3,2
13.0,2.833213344056216,16.0,12.0,3,1
14.0,1.4816045409242156,14.0,12.0,3,1
15.0,1.536867219599265,10.0,12.0,1,2
12.0,2.8622008809294686,10.0,12.0,3,1
16.0,3.4965075614664802,15.0,4.0,3,2
13.0,2.8903717578961645,12.0,14.0,3,2
16.0,2.905807566026004,16.0,12.0,3,1
12.0,2.302585092994046,12.0,17.0,3,2
12.0,2.995732273553991,12.0,12.0,3,1
16.0,2.8507065015037334,20.0,20.0,3,2
14.0,2.7837759116303458,20.0,16.0,3,1
18.0,3.091042453358316,16.0,17.0,3,2
14.0,3.1280754605417043,14.0,20.0,3,2
16.0,3.3523572162426816,12.0,18.0,3,1
14.0,2.3513752571634776,16.0,16.0,3,1
12.0,2.4849066497880004,9.0,12.0,3,1
14.0,2.5257286443082556,12.0,14.0,3,2
13.0,2.6511270537025893,12.0,16.0,3,2
12.0,1.6094379124341003,12.0,12.0,3,2
14.0,2.3580197998821464,12.0,16.0,3,2
16.0,2.6864860231863696,16.0,19.0,3,2
18.0,2.1400661634962708,16.0,18.0,3,2
13.0,2.5649493574615367,12.0,16.0,3,2
13.0,2.7555697170701863,16.0,12.0,3,1
17.0,1.9933388426264242,17.0,16.0,3,2
16.0,3.1570004211501135,16.0,16.0,3,1
15.0,3.584906863730958,16.0,16.0,3,2
16.0,3.1307001339644756,16.0,17.0,2,1
16.0,2.6518325211039815,12.0,15.0,3,1
14.0,3.1793030497483774,14.0,14.0,3,1
16.0,1.6094379124341003,13.0,19.0,3,2
12.0,3.325755186495297,16.0,14.0,3,1
14.0,2.768831673362069,15.0,16.0,3,1
12.0,3.011605622710281,12.0,12.0,3,2
14.0,1.8325814637483102,16.0,16.0,3,1
16.0,2.733067964077498,16.0,14.0,3,2
16.0,2.1400661634962708,16.0,16.0,3,2
12.0,3.3141860046725258,14.0,16.0,3,1
12.0,2.4203681286504293,8.0,10.0,2,2
12.0,1.7647307968401356,12.0,13.0,3,2
12.0,2.262804222982201,12.0,14.0,3,1
12.0,2.822568654544802,9.0,12.0,3,1
12.0,1.763017000362401,12.0,16.0,3,1
12.0,1.4469189829363254,16.0,13.0,3,2
16.0,2.252343876557299,12.0,16.0,3,2
11.0,2.6026896854443837,10.0,12.0,3,1
12.0,1.4973884086254774,10.0,13.0,3,1
11.0,1.5789787049493917,8.0,11.0,3,2
8.0,1.749199854809259,12.0,13.0,3,1
16.0,2.7936160894318567,15.0,16.0,3,1
14.0,1.9823798288367047,10.0,12.0,3,1
12.0,2.175887439948088,7.0,12.0,3,2
12.0,2.302585092994046,8.0,14.0,3,1
12.0,2.4849066497880004,8.0,12.0,3,1
18.0,3.005187432324746,20.0,20.0,3,2
12.0,2.485739636091892,12.0,12.0,3,1
16.0,2.285438934159075,16.0,19.0,3,2
16.0,2.1077860146889784,12.0,12.0,3,2
12.0,2.6390573296152584,12.0,17.0,3,1
12.0,1.742219023667919,12.0,15.0,3,2
14.0,2.740840023925201,6.0,12.0,3,2
11.0,2.4423470353692043,12.0,12.0,3,1
12.0,1.8421356765531218,12.0,12.0,3,1
16.0,1.556037135706985,16.0,9.0,3,2
17.0,2.599722324216582,12.0,20.0,3,1
12.0,2.0149030205422647,10.0,12.0,3,2
12.0,2.256541154492639,10.0,10.0,3,1
12.0,2.70805020110221,12.0,12.0,3,1
12.0,1.4469189829363254,12.0,12.0,3,2
7.0,1.4469189829363254,9.0,9.0,3,1
12.0,1.6544112780768316,12.0,12.0,3,2
12.0,1.9892432737616872,8.0,12.0,3,1
12.0,1.916922612182061,9.0,12.0,3,2
12.0,1.6582280766035324,4.0,12.0,3,1
12.0,1.749199854809259,12.0,11.0,3,2
9.0,1.547562508716013,7.0,10.0,3,1
12.0,1.8870696490323797,12.0,12.0,3,2
12.0,2.224623551524334,12.0,9.0,3,2
12.0,1.62924053973028,12.0,12.0,3,2
12.0,2.402430427963762,12.0,13.0,3,1
12.0,2.3804716316511167,12.0,12.0,3,1
13.0,1.631199404215613,7.0,15.0,3,2
16.0,2.4096441652874536,10.0,13.0,3,2
12.0,2.5649493574615367,8.0,14.0,3,1
14.0,1.8357763546448294,12.0,12.0,3,2
13.0,1.6094379124341003,13.0,11.0,3,2
13.0,0.13976194237515863,12.0,12.0,3,2
12.0,2.4069451083182885,11.0,12.0,3,1
11.0,1.5040773967762742,11.0,14.0,3,2
12.0,2.4159137783010487,12.0,12.0,3,1
14.0,2.553343811341229,16.0,12.0,3,1
13.0,2.1400661634962708,8.0,5.0,3,2
18.0,2.872999508171694,8.0,16.0,3,1
16.0,1.9459101490553132,8.0,17.0,3,2
12.0,1.6770965609079151,10.0,12.0,3,2
12.0,2.4518667957098,8.0,2.0,3,1
16.0,2.733067964077498,17.0,13.0,3,1
16.0,2.917770732084279,18.0,14.0,3,1
16.0,3.1175073304799117,16.0,19.0,3,1
18.0,2.262804222982201,16.0,16.0,3,1
14.0,2.7568403652716422,12.0,14.0,3,1
10.0,2.0794415416798357,12.0,12.0,3,1
13.0,1.6094379124341003,12.0,1.0,3,2
15.0,1.791759469228055,10.0,12.0,3,1
15.0,2.664446563620078,13.0,15.0,3,2
13.0,2.6297282343267403,13.0,12.0,3,2
13.0,1.55814461804655,12.0,14.0,3,2
12.0,2.322387720290225,6.0,12.0,3,1
12.0,2.3646204839134985,6.0,15.0,3,1
17.0,2.6210388241125804,11.0,13.0,3,2
12.0,1.5040773967762742,10.0,6.0,3,2
12.0,1.7047480922384253,10.0,12.0,3,1
12.0,1.9416152247724325,8.0,8.0,3,2
14.0,2.5257286443082556,12.0,14.0,3,1
19.0,2.6275629501895237,13.0,18.0,3,1
12.0,3.068517943279639,12.0,18.0,3,1
14.0,2.1004689088719113,12.0,5.0,3,1
12.0,2.0794415416798357,12.0,2.0,3,1
15.0,1.6213664832993742,9.0,18.0,3,2
12.0,2.302585092994046,13.0,3.0,3,2
17.0,2.6602595372658615,14.0,19.0,3,2
16.0,2.668616131856803,12.0,14.0,3,2
17.0,1.9947003132247452,13.0,13.0,3,2
16.0,2.9311937524164198,12.0,15.0,3,2
18.0,2.262804222982201,12.0,16.0,3,2
12.0,1.6094379124341003,12.0,12.0,3,2
16.0,2.0149030205422647,16.0,16.0,3,1
18.0,2.599722324216582,16.0,16.0,3,2
12.0,1.5040773967762742,14.0,11.0,3,1
14.0,2.318458442150336,9.0,12.0,3,2
14.0,2.7166795278002644,14.0,12.0,3,1
12.0,1.6770965609079151,12.0,12.0,3,2
12.0,2.3115448343655176,11.0,14.0,3,1
18.0,2.4078456036515385,11.0,12.0,3,2
12.0,2.5447466501440172,13.0,12.0,3,1
14.0,2.9564715596006885,16.0,14.0,3,1
16.0,2.509599262378372,16.0,15.0,3,1
16.0,2.4423470353692043,12.0,12.0,3,1
16.0,2.5649493574615367,14.0,16.0,3,1
16.0,2.9311937524164198,14.0,15.0,3,1
16.0,3.005187432324746,13.0,14.0,3,1
12.0,1.7509374747078,12.0,7.0,3,2
12.0,2.105352923464337,7.0,12.0,3,1
11.0,2.3282528397426234,8.0,16.0,3,1
12.0,1.8309801823813363,12.0,12.0,3,1
12.0,2.1598687907924505,9.0,8.0,3,1
12.0,2.1598687907924505,9.0,12.0,3,1
12.0,1.007957920399979,12.0,12.0,3,1
12.0,2.302585092994046,12.0,12.0,3,1
12.0,2.0149030205422647,12.0,12.0,3,1
8.0,2.3978952727983707,12.0,12.0,3,1
12.0,2.157559320943788,9.0,16.0,3,2
19.0,3.2928695047765273,12.0,16.0,3,1
13.0,1.8325814637483102,14.0,11.0,3,2
10.0,1.4469189829363254,10.0,12.0,3,1
13.0,2.21375387928743,12.0,12.0,3,2
12.0,1.534714366238164,16.0,17.0,3,2
12.0,2.262804222982201,12.0,15.0,3,1
16.0,3.005187432324746,12.0,12.0,3,2
12.0,1.9080599249242156,10.0,12.0,3,2
13.0,0.8671004876833833,14.0,9.0,3,2
14.0,2.122261538862764,10.0,12.0,3,2
12.0,1.9459101490553132,12.0,12.0,3,1
12.0,1.5789787049493917,8.0,10.0,3,2
7.0,2.0476928433652555,2.0,12.0,3,1
13.0,1.1786549963416462,12.0,12.0,3,2
16.0,2.180417459019838,10.0,12.0,3,1
12.0,2.1400661634962708,10.0,12.0,3,1
14.0,2.2202898502672155,10.0,14.0,3,2
16.0,2.336986519711378,14.0,14.0,3,1
12.0,2.0794415416798357,13.0,12.0,3,1
8.0,1.749199854809259,7.0,11.0,1,1
12.0,1.8164520818184267,12.0,9.0,3,2
12.0,2.0399207835175526,12.0,12.0,3,2
12.0,2.3580197998821464,8.0,8.0,3,2
13.0,1.5040773967762742,12.0,14.0,3,2
18.0,2.516889695641051,10.0,12.0,3,2
12.0,2.0149030205422647,12.0,12.0,3,2
16.0,2.6347624053323777,10.0,12.0,3,2
14.0,2.217027204632399,12.0,12.0,3,2
13.0,1.4586150226995167,12.0,6.0,3,2
12.0,2.70805020110221,12.0,12.0,3,1
16.0,2.7638002162067017,20.0,18.0,3,1
12.0,2.1294214739848565,12.0,13.0,3,2
13.0,1.7334238922150915,12.0,12.0,3,2
14.0,2.4042387467205457,12.0,12.0,3,2
12.0,2.169053700369523,11.0,12.0,1,1
16.0,2.563409711275944,11.0,16.0,1,2
12.0,1.536867219599265,12.0,12.0,3,2
18.0,2.295560478057081,12.0,16.0,3,2
15.0,2.811208293204836,12.0,16.0,3,2
12.0,1.3862943611198906,7.0,9.0,3,2
12.0,1.5686159179138452,12.0,12.0,1,1
14.0,2.285438934159075,7.0,9.0,1,2
12.0,2.0794415416798357,8.0,12.0,3,1
12.0,1.791759469228055,11.0,15.0,3,2
11.0,1.9095425048844386,11.0,9.0,3,1
12.0,2.9564715596006885,9.0,16.0,3,1
15.0,2.599722324216582,13.0,14.0,3,2
16.0,2.805176911832933,18.0,16.0,3,2
20.0,1.951608170169951,16.0,18.0,3,2
15.0,2.8273136219290276,16.0,20.0,1,2
18.0,3.0740812399649675,8.0,12.0,3,2
16.0,2.9564715596006885,8.0,16.0,3,2
16.0,2.3398808777377424,14.0,17.0,3,1
15.0,2.4898941912990393,16.0,6.0,3,2
16.0,1.8325814637483102,20.0,17.0,3,2
17.0,2.262804222982201,20.0,19.0,3,2
16.0,2.599722324216582,20.0,19.0,3,2
19.0,3.3945083935113587,20.0,16.0,3,2
16.0,2.563409711275944,20.0,16.0,3,1
19.0,3.2928695047765273,16.0,20.0,3,1
14.0,2.784393767689544,16.0,5.0,3,2
20.0,1.7715567619105355,19.0,16.0,3,1
14.0,2.2300144001592104,12.0,13.0,1,1
12.0,1.6094379124341003,12.0,13.0,3,2
14.0,3.2375012889913655,17.0,12.0,3,1
15.0,2.0794415416798357,14.0,14.0,3,1
19.0,1.8961194845522977,16.0,14.0,3,2
12.0,2.3869262414277967,14.0,16.0,3,1
13.0,2.5257286443082556,14.0,14.0,3,2
14.0,2.822568654544802,12.0,1.0,1,2
17.0,3.6041382256588457,16.0,17.0,3,2
16.0,3.2260500286162013,16.0,18.0,3,1
16.0,1.6789639750827108,16.0,16.0,3,1
14.0,2.0794415416798357,16.0,13.0,3,1
12.0,2.0149030205422647,10.0,14.0,3,2
12.0,2.853015971352396,12.0,11.0,3,1
13.0,2.599722324216582,12.0,12.0,3,1
15.0,2.0515563381903004,12.0,17.0,3,2
18.0,2.9831534913471307,16.0,20.0,3,1
14.0,1.7227665977411035,16.0,8.0,3,2
18.0,2.0215475632609334,14.0,16.0,3,1
13.0,2.1198634561787513,9.0,14.0,2,2
18.0,3.091042453358316,12.0,20.0,3,2
14.0,1.9530276168241774,11.0,0.0,3,1
13.0,1.80005827204275,10.0,10.0,3,2
17.0,2.540814281726296,12.0,16.0,3,2
19.0,1.728109442151599,12.0,13.0,3,1
12.0,2.928523523860541,7.0,14.0,3,1
11.0,1.766441661243765,10.0,8.0,3,1
14.0,1.5871923034867805,6.0,7.0,2,2
12.0,1.8357763546448294,10.0,12.0,3,2
13.0,2.2364452904895007,12.0,12.0,3,2
12.0,1.6094379124341003,12.0,11.0,3,2
9.0,1.55814461804655,12.0,11.0,3,2
17.0,2.262804222982201,14.0,4.0,3,2
18.0,1.791759469228055,12.0,12.0,3,2
16.0,3.033509637888021,14.0,16.0,3,1
12.0,1.4469189829363254,12.0,12.0,2,2
12.0,1.791759469228055,3.0,12.0,2,1
11.0,1.791759469228055,12.0,11.0,2,1
12.0,1.5040773967762742,8.0,11.0,3,1
12.0,2.302585092994046,10.0,11.0,2,1
12.0,1.6770965609079151,10.0,12.0,2,2
12.0,1.9021075263969205,10.0,11.0,2,2
12.0,1.6094379124341003,7.0,12.0,2,2
20.0,2.21046980408624,16.0,16.0,3,2
16.0,3.0145540277945786,12.0,16.0,3,1
13.0,1.5040773967762742,12.0,12.0,3,1
20.0,1.7595805708638197,14.0,20.0,3,1
12.0,2.157559320943788,12.0,16.0,3,1
16.0,2.668616131856803,12.0,12.0,3,2
14.0,3.4011973816621555,16.0,0.0,3,1
12.0,1.5040773967762742,12.0,12.0,3,2
14.0,1.9933388426264242,12.0,7.0,3,2
12.0,2.2669579153508947,11.0,16.0,3,1
19.0,2.6411978941143697,16.0,9.0,3,2
16.0,1.780024213009634,16.0,16.0,3,2
12.0,2.5974910105351463,12.0,12.0,3,1
12.0,2.0215475632609334,12.0,5.0,3,2
14.0,2.6390573296152584,12.0,12.0,3,2
12.0,2.0794415416798357,7.0,14.0,3,2
14.0,1.5912739418064292,11.0,12.0,2,2
12.0,2.822568654544802,12.0,12.0,3,2
11.0,1.62924053973028,10.0,12.0,3,2
12.0,2.0082140323914683,11.0,12.0,3,2
12.0,1.247032293786383,8.0,11.0,3,1
15.0,1.4701758451005926,8.0,9.0,3,2
14.0,1.6582280766035324,8.0,0.0,3,2
12.0,2.1102132003465894,11.0,12.0,3,2
12.0,1.2029723039923526,12.0,12.0,3,1
16.0,2.624668592163159,12.0,12.0,3,2
12.0,2.344686269012681,11.0,18.0,1,2
17.0,1.6094379124341003,10.0,6.0,1,2
12.0,2.1400661634962708,8.0,14.0,3,1
12.0,1.8976198599275322,10.0,12.0,3,1
12.0,2.8735646395797834,6.0,12.0,1,1
12.0,2.733067964077498,12.0,12.0,3,1
12.0,1.5107219394949427,12.0,2.0,3,2
13.0,1.8325814637483102,14.0,11.0,3,1
12.0,2.976039640208255,12.0,12.0,3,2
13.0,2.505525936990736,16.0,2.0,3,2
12.0,2.2407096892759584,14.0,12.0,3,1
16.0,3.1463051320333655,16.0,19.0,3,1
12.0,2.740840023925201,8.0,12.0,3,1
18.0,0.371563556432483,12.0,11.0,3,1
20.0,2.222459048514761,16.0,16.0,3,1
14.0,1.7698546338400052,6.0,14.0,3,1
13.0,2.4423470353692043,12.0,12.0,3,1
12.0,2.1736147116970854,8.0,1.0,3,2
13.0,1.8991179875485542,14.0,9.0,3,1
12.0,2.302585092994046,12.0,8.0,3,2
12.0,2.127040520479115,12.0,16.0,3,1
20.0,1.4469189829363254,12.0,16.0,3,1
12.0,1.8718021769015913,12.0,11.0,3,1
13.0,1.9459101490553132,14.0,16.0,3,1
12.0,1.55814461804655,9.0,12.0,3,2
14.0,2.1174596088673567,12.0,12.0,3,2
16.0,2.649714624089247,12.0,16.0,3,2
12.0,2.4423470353692043,12.0,12.0,3,1
12.0,1.7595805708638197,12.0,10.0,3,2
16.0,2.9564715596006885,16.0,16.0,3,1
12.0,1.791759469228055,12.0,12.0,1,2
15.0,1.791759469228055,18.0,11.0,3,2
12.0,1.599387576580599,16.0,0.0,3,2
13.0,3.007166651179654,12.0,12.0,1,1
10.0,2.302585092994046,6.0,12.0,3,1
13.0,2.0955609235597192,12.0,12.0,3,1
12.0,2.1016921506146558,12.0,1.0,3,2
11.0,1.4469189829363254,12.0,15.0,3,2
12.0,1.9459101490553132,7.0,13.0,3,1
16.0,1.7047480922384253,8.0,11.0,3,2
15.0,2.9047128751668225,18.0,14.0,3,1
10.0,1.9459101490553132,6.0,7.0,1,1
17.0,2.509599262378372,3.0,12.0,1,1
12.0,2.1972245773362196,12.0,12.0,3,1
12.0,1.4469189829363254,12.0,12.0,3,2
12.0,2.3513752571634776,12.0,12.0,3,2
16.0,2.733067964077498,12.0,13.0,3,1
12.0,2.3561258599220753,12.0,12.0,3,1
17.0,2.6152036507358583,12.0,16.0,3,2
14.0,2.451005098112319,12.0,17.0,3,1
12.0,1.6544112780768316,12.0,12.0,3,1
12.0,1.9242486522741338,9.0,12.0,3,2
12.0,1.0577902941478545,8.0,7.0,3,2
10.0,1.8961194845522977,2.0,11.0,3,1
12.0,1.5040773967762742,9.0,7.0,3,2
16.0,2.8656235882069705,3.0,14.0,1,1
20.0,2.005525858729668,5.0,16.0,1,1
15.0,1.9459101490553132,3.0,15.0,1,2
12.0,2.2027647577118348,12.0,14.0,3,2
14.0,2.9528247725427144,14.0,12.0,3,1
13.0,2.0794415416798357,14.0,17.0,3,1
16.0,2.1972245773362196,16.0,16.0,3,1
12.0,2.302585092994046,20.0,13.0,3,1
12.0,2.0794415416798357,16.0,12.0,3,1
15.0,2.0149030205422647,9.0,12.0,3,2
13.0,3.2965773325320527,16.0,13.0,3,1
12.0,2.0794415416798357,12.0,12.0,3,2
12.0,1.8325814637483102,10.0,8.0,3,1
12.0,2.224623551524334,8.0,12.0,3,2
13.0,1.9095425048844386,10.0,12.0,3,2
12.0,2.0149030205422647,8.0,12.0,3,2
14.0,2.5257286443082556,11.0,14.0,3,1
12.0,2.7936160894318567,8.0,18.0,3,2
12.0,2.772588722239781,8.0,16.0,3,2
14.0,3.3523572162426816,12.0,16.0,3,1
13.0,2.33214389523559,13.0,14.0,3,1
10.0,2.0794415416798357,9.0,8.0,3,2
11.0,2.1471001901536506,8.0,4.0,3,1
12.0,1.6094379124341003,8.0,6.0,3,1
12.0,1.4469189829363254,8.0,11.0,3,2
12.0,1.1568811967920856,12.0,10.0,3,2
13.0,2.6026896854443837,10.0,4.0,3,1
12.0,1.691939133945844,12.0,12.0,3,2
12.0,2.2375130962503307,10.0,12.0,3,1
12.0,2.1377104498038118,8.0,12.0,3,2
9.0,2.3513752571634776,7.0,12.0,3,1
13.0,2.1972245773362196,13.0,13.0,3,2
12.0,2.2082744135228043,13.0,5.0,3,1
12.0,1.0473189942805592,10.0,10.0,3,2
16.0,2.3115448343655176,16.0,12.0,3,2
12.0,2.579458966729223,13.0,12.0,3,2
16.0,2.4449523342809676,14.0,18.0,3,2
12.0,2.3978952727983707,14.0,18.0,3,2
12.0,2.3115448343655176,14.0,14.0,3,1
13.0,2.1400661634962708,12.0,12.0,3,2
12.0,2.3135250330323798,8.0,12.0,3,2
17.0,2.4782176616372036,16.0,11.0,3,2
12.0,2.533696813957432,12.0,7.0,3,2
12.0,1.3862943611198906,9.0,12.0,3,1
12.0,2.2512917986064953,6.0,15.0,3,1
13.0,1.4469189829363254,12.0,6.0,3,2
12.0,1.7578579175523736,8.0,12.0,3,2
17.0,2.7806808921371173,16.0,2.0,3,2
12.0,1.827769906751088,12.0,12.0,3,2
12.0,1.6370530794670737,11.0,14.0,3,1
12.0,2.6026896854443837,10.0,12.0,3,1
12.0,2.8130106367386967,14.0,15.0,3,1
9.0,1.7351891177396608,8.0,12.0,3,1
12.0,2.1972245773362196,11.0,14.0,3,1
12.0,2.196112848483529,12.0,12.0,3,1
10.0,1.791759469228055,9.0,9.0,3,1
16.0,2.617395832834079,8.0,15.0,3,2
12.0,1.9459101490553132,9.0,13.0,3,2
12.0,1.9459101490553132,12.0,7.0,3,2
13.0,2.5726122302071057,12.0,12.0,3,1
14.0,1.8082887711792655,12.0,4.0,3,2
13.0,1.4469189829363254,8.0,14.0,3,2
16.0,2.9564715596006885,16.0,17.0,3,1
12.0,2.1400661634962708,12.0,13.0,3,1
12.0,1.6582280766035324,13.0,9.0,3,2
14.0,1.8794650496471605,12.0,12.0,3,2
16.0,2.8903717578961645,12.0,16.0,3,2
16.0,2.733067964077498,12.0,16.0,3,1
17.0,1.0818051703517284,16.0,5.0,3,1
16.0,1.6639260977181702,16.0,14.0,3,1
15.0,2.995732273553991,15.0,14.0,3,1
13.0,2.0930978681273213,16.0,14.0,3,1
14.0,2.3683728335320486,12.0,12.0,3,1
16.0,3.0740812399649675,16.0,18.0,3,1
13.0,0.22314355131420976,12.0,17.0,3,2
16.0,2.9564715596006885,12.0,13.0,3,1
12.0,1.6094379124341003,14.0,16.0,3,2
16.0,2.833213344056216,12.0,12.0,3,2
12.0,2.365559892155434,9.0,12.0,3,1
13.0,1.7227665977411035,12.0,7.0,3,2
14.0,1.916922612182061,5.0,12.0,3,1
12.0,2.6390573296152584,12.0,10.0,3,1
10.0,2.302585092994046,12.0,12.0,3,1
14.0,1.791759469228055,12.0,14.0,3,1
12.0,1.9740810260220096,9.0,16.0,3,1
16.0,2.3683728335320486,12.0,14.0,3,1
13.0,2.967332799032293,12.0,14.0,3,2
12.0,1.4586150226995167,12.0,14.0,3,2
12.0,2.995732273553991,12.0,13.0,3,1
16.0,2.0794415416798357,16.0,16.0,3,2
16.0,2.6026896854443837,16.0,20.0,3,2
16.0,1.9754689512968577,16.0,13.0,3,2
12.0,1.713797927758343,8.0,9.0,3,2
14.0,2.4336133554004498,12.0,14.0,3,1
13.0,1.791759469228055,12.0,12.0,3,2
12.0,1.7029282555214393,8.0,12.0,3,1
12.0,2.302585092994046,9.0,16.0,3,1
13.0,2.4449523342809676,12.0,12.0,3,1
16.0,1.7595805708638197,8.0,12.0,3,2
16.0,1.8855533485144158,8.0,17.0,3,2
17.0,2.733067964077498,8.0,12.0,3,2
16.0,2.9019708937395166,12.0,15.0,3,2
18.0,1.969905654611529,12.0,16.0,3,1
17.0,1.7509374747078,12.0,17.0,3,1
12.0,2.446685436967803,12.0,12.0,3,1
15.0,2.772588722239781,8.0,12.0,3,2
16.0,2.6461747973841225,8.0,19.0,3,1
12.0,1.1631508098056809,8.0,12.0,3,1
12.0,2.7555697170701863,12.0,16.0,3,1
12.0,2.70805020110221,18.0,12.0,3,1
12.0,1.536867219599265,8.0,16.0,3,1
16.0,2.201659174404085,12.0,13.0,3,2
10.0,2.6026896854443837,10.0,12.0,3,1
12.0,2.2407096892759584,12.0,12.0,3,2
16.0,2.485739636091892,8.0,14.0,3,1
16.0,1.7950872593207297,12.0,14.0,3,1
16.0,2.4168062370840686,14.0,16.0,3,1
12.0,2.485739636091892,14.0,12.0,3,1
15.0,2.772588722239781,14.0,14.0,3,1
17.0,2.494031557565001,12.0,16.0,3,1
16.0,2.8296776892239084,12.0,12.0,3,1
12.0,0.4054651081081644,10.0,12.0,3,2
12.0,2.327277705584417,7.0,11.0,3,2
13.0,2.0347056478384444,8.0,12.0,3,2
14.0,2.647592232065096,8.0,11.0,3,2
13.0,2.1090003439213802,8.0,16.0,3,1
12.0,2.70805020110221,12.0,12.0,3,1
12.0,1.8082887711792655,12.0,12.0,3,2
16.0,2.8284963541780774,16.0,12.0,3,1
16.0,2.9047128751668225,16.0,16.0,3,2
16.0,2.942331496826876,16.0,16.0,3,1
14.0,1.6094379124341003,14.0,13.0,3,1
12.0,1.4469189829363254,12.0,12.0,3,1
8.0,1.536867219599265,7.0,10.0,3,1
14.0,2.0347056478384444,11.0,14.0,3,2
9.0,1.6094379124341003,4.0,9.0,3,1
8.0,1.7509374747078,4.0,12.0,3,1
7.0,2.5257286443082556,9.0,8.0,3,1
12.0,1.4701758451005926,7.0,12.0,3,2
12.0,2.4782176616372036,7.0,12.0,3,1
13.0,2.306577114263583,10.0,3.0,3,2
12.0,1.4469189829363254,10.0,12.0,3,2
8.0,1.7047480922384253,0.0,11.0,3,2
12.0,2.402430427963762,0.0,10.0,3,1
14.0,1.7047480922384253,7.0,10.0,3,2
14.0,1.4469189829363254,7.0,4.0,3,2
13.0,2.180417459019838,3.0,12.0,2,2
8.0,2.0794415416798357,4.0,10.0,3,1
12.0,2.086913556518537,7.0,10.0,3,1
12.0,1.3454723665996355,12.0,9.0,2,2
12.0,1.6094379124341003,14.0,10.0,2,2
8.0,1.3217558399823195,8.0,6.0,3,1
12.0,2.327277705584417,9.0,12.0,3,2
16.0,2.833213344056216,9.0,16.0,3,2
12.0,1.8718021769015913,7.0,12.0,2,2
12.0,1.7047480922384253,12.0,12.0,3,2
12.0,2.1972245773362196,10.0,14.0,3,2
12.0,2.0399207835175526,11.0,12.0,2,2
11.0,1.9810014688665833,11.0,8.0,2,2
17.0,2.6347624053323777,16.0,18.0,3,2
16.0,1.7298840655099674,11.0,6.0,2,2
12.0,1.6094379124341003,12.0,8.0,3,2
11.0,1.4469189829363254,13.0,12.0,3,2
